date,fee.tsMod,l_interp
24/01/1983,0.424,TRUE
25/01/1983,0.388,TRUE
26/01/1983,0.389,FALSE
27/01/1983,0.469,FALSE
28/01/1983,0.799,FALSE
29/01/1983,0.846,FALSE
30/01/1983,0.765,FALSE
31/01/1983,0.827,FALSE
01/02/1983,0.843,FALSE
02/02/1983,0.829,FALSE
03/02/1983,0.709,FALSE
04/02/1983,0.685,FALSE
05/02/1983,0.792,FALSE
06/02/1983,0.697,FALSE
07/02/1983,0.591,FALSE
08/02/1983,0.505,FALSE
09/02/1983,0.44,FALSE
10/02/1983,0.409,FALSE
11/02/1983,0.373,FALSE
12/02/1983,0.347,FALSE
13/02/1983,0.332,FALSE
14/02/1983,0.316,FALSE
15/02/1983,0.287,FALSE
16/02/1983,0.275,FALSE
17/02/1983,0.266,FALSE
18/02/1983,0.251,FALSE
19/02/1983,0.236,FALSE
20/02/1983,0.235,FALSE
21/02/1983,0.237,FALSE
22/02/1983,0.222,FALSE
23/02/1983,0.221,FALSE
24/02/1983,0.224,FALSE
25/02/1983,0.227,FALSE
26/02/1983,0.24,FALSE
27/02/1983,0.307,FALSE
28/02/1983,0.353,FALSE
01/03/1983,0.348,FALSE
02/03/1983,0.363,FALSE
03/03/1983,0.368,FALSE
04/03/1983,0.353,FALSE
05/03/1983,0.331,FALSE
06/03/1983,0.311,FALSE
07/03/1983,0.296,FALSE
08/03/1983,0.282,FALSE
09/03/1983,0.27,FALSE
10/03/1983,0.258,FALSE
11/03/1983,0.257,FALSE
12/03/1983,0.259,FALSE
13/03/1983,0.276,FALSE
14/03/1983,0.312,FALSE
15/03/1983,0.339,FALSE
16/03/1983,0.416,FALSE
17/03/1983,0.46,FALSE
18/03/1983,0.501,FALSE
19/03/1983,0.567,FALSE
20/03/1983,0.603,FALSE
21/03/1983,0.701,FALSE
22/03/1983,0.673,FALSE
23/03/1983,0.772,FALSE
24/03/1983,0.742,FALSE
25/03/1983,0.826,FALSE
26/03/1983,0.809,FALSE
27/03/1983,0.738,FALSE
28/03/1983,0.613,FALSE
29/03/1983,0.548,FALSE
30/03/1983,0.545,FALSE
31/03/1983,0.577,FALSE
01/04/1983,0.559,FALSE
02/04/1983,0.487,FALSE
03/04/1983,0.44,FALSE
04/04/1983,0.443,FALSE
05/04/1983,0.442,FALSE
06/04/1983,0.425,FALSE
07/04/1983,0.386,FALSE
08/04/1983,0.356,FALSE
09/04/1983,0.336,FALSE
10/04/1983,0.316,FALSE
11/04/1983,0.293,FALSE
12/04/1983,0.273,FALSE
13/04/1983,0.297,FALSE
14/04/1983,0.302,FALSE
15/04/1983,0.288,FALSE
16/04/1983,0.291,FALSE
17/04/1983,0.313,FALSE
18/04/1983,0.308,FALSE
19/04/1983,0.285,FALSE
20/04/1983,0.273,FALSE
21/04/1983,0.26,FALSE
22/04/1983,0.255,FALSE
23/04/1983,0.3,FALSE
24/04/1983,0.429,FALSE
25/04/1983,0.427,FALSE
26/04/1983,0.44,FALSE
27/04/1983,0.393,FALSE
28/04/1983,0.366,FALSE
29/04/1983,0.343,FALSE
30/04/1983,0.32,FALSE
01/05/1983,0.302,FALSE
02/05/1983,0.29,FALSE
03/05/1983,0.277,FALSE
04/05/1983,0.267,FALSE
05/05/1983,0.255,FALSE
06/05/1983,0.253,FALSE
07/05/1983,0.274,FALSE
08/05/1983,0.269,FALSE
09/05/1983,0.311,FALSE
10/05/1983,0.551,FALSE
11/05/1983,0.736,FALSE
12/05/1983,0.782,FALSE
13/05/1983,0.701,FALSE
14/05/1983,0.649,FALSE
15/05/1983,0.553,FALSE
16/05/1983,0.475,FALSE
17/05/1983,0.483,FALSE
18/05/1983,0.452,FALSE
19/05/1983,0.422,FALSE
20/05/1983,0.38,FALSE
21/05/1983,0.353,FALSE
22/05/1983,0.336,FALSE
23/05/1983,0.314,FALSE
24/05/1983,0.295,FALSE
25/05/1983,0.282,FALSE
26/05/1983,0.266,FALSE
27/05/1983,0.256,FALSE
28/05/1983,0.237,FALSE
29/05/1983,0.231,FALSE
30/05/1983,0.222,FALSE
31/05/1983,0.213,FALSE
01/06/1983,0.208,FALSE
02/06/1983,0.22,FALSE
03/06/1983,0.231,FALSE
04/06/1983,0.245,FALSE
05/06/1983,0.266,FALSE
06/06/1983,0.254,FALSE
07/06/1983,0.242,FALSE
08/06/1983,0.237,FALSE
09/06/1983,0.228,FALSE
10/06/1983,0.222,FALSE
11/06/1983,0.298,FALSE
12/06/1983,0.301,FALSE
13/06/1983,0.316,FALSE
14/06/1983,0.42,FALSE
15/06/1983,0.386,FALSE
16/06/1983,0.349,FALSE
17/06/1983,0.325,FALSE
18/06/1983,0.305,FALSE
19/06/1983,0.282,FALSE
20/06/1983,0.264,FALSE
21/06/1983,0.249,FALSE
22/06/1983,0.237,FALSE
23/06/1983,0.221,FALSE
24/06/1983,0.21,FALSE
25/06/1983,0.198,FALSE
26/06/1983,0.189,FALSE
27/06/1983,0.184,FALSE
28/06/1983,0.174,FALSE
29/06/1983,0.205,FALSE
30/06/1983,0.245,FALSE
01/07/1983,0.275,FALSE
02/07/1983,0.375,FALSE
03/07/1983,0.341,FALSE
04/07/1983,0.312,FALSE
05/07/1983,0.324,FALSE
06/07/1983,0.322,FALSE
07/07/1983,0.295,FALSE
08/07/1983,0.27,FALSE
09/07/1983,0.251,FALSE
10/07/1983,0.234,FALSE
11/07/1983,0.223,FALSE
12/07/1983,0.216,FALSE
13/07/1983,0.211,FALSE
14/07/1983,0.205,FALSE
15/07/1983,0.189,FALSE
16/07/1983,0.178,FALSE
17/07/1983,0.165,FALSE
18/07/1983,0.16,FALSE
19/07/1983,0.15,FALSE
20/07/1983,0.141,FALSE
21/07/1983,0.132,FALSE
22/07/1983,0.127,FALSE
23/07/1983,0.125,FALSE
24/07/1983,0.126,FALSE
25/07/1983,0.12,FALSE
26/07/1983,0.116,FALSE
27/07/1983,0.113,FALSE
28/07/1983,0.107,FALSE
29/07/1983,0.107,FALSE
30/07/1983,0.102,FALSE
31/07/1983,0.107,FALSE
01/08/1983,0.108,FALSE
02/08/1983,0.1,FALSE
03/08/1983,0.094,FALSE
04/08/1983,0.098,FALSE
05/08/1983,0.103,FALSE
06/08/1983,0.105,FALSE
07/08/1983,0.106,FALSE
08/08/1983,0.104,FALSE
09/08/1983,0.102,FALSE
10/08/1983,0.097,FALSE
11/08/1983,0.084,FALSE
12/08/1983,0.083,FALSE
13/08/1983,0.076,FALSE
14/08/1983,0.069,FALSE
15/08/1983,0.063,FALSE
16/08/1983,0.07,FALSE
17/08/1983,0.077,FALSE
18/08/1983,0.083,FALSE
19/08/1983,0.09,FALSE
20/08/1983,0.094,FALSE
21/08/1983,0.098,FALSE
22/08/1983,0.094,FALSE
23/08/1983,0.113,FALSE
24/08/1983,0.127,FALSE
25/08/1983,0.132,TRUE
26/08/1983,0.155,TRUE
27/08/1983,0.179,TRUE
28/08/1983,0.202,TRUE
29/08/1983,0.226,TRUE
30/08/1983,0.249,TRUE
31/08/1983,0.273,TRUE
01/09/1983,0.296,TRUE
02/09/1983,0.319,TRUE
03/09/1983,0.343,TRUE
04/09/1983,0.366,TRUE
05/09/1983,0.39,TRUE
06/09/1983,0.413,TRUE
07/09/1983,0.437,TRUE
08/09/1983,0.46,TRUE
09/09/1983,0.484,TRUE
10/09/1983,0.507,TRUE
11/09/1983,0.531,TRUE
12/09/1983,0.554,TRUE
13/09/1983,0.578,TRUE
14/09/1983,0.601,TRUE
15/09/1983,0.624,TRUE
16/09/1983,0.648,TRUE
17/09/1983,0.671,TRUE
18/09/1983,0.695,TRUE
19/09/1983,0.718,TRUE
20/09/1983,0.652,FALSE
21/09/1983,0.566,FALSE
22/09/1983,0.498,FALSE
23/09/1983,0.486,FALSE
24/09/1983,0.443,FALSE
25/09/1983,0.385,FALSE
26/09/1983,0.346,FALSE
27/09/1983,0.338,FALSE
28/09/1983,0.337,FALSE
29/09/1983,0.321,FALSE
30/09/1983,0.303,FALSE
01/10/1983,0.288,FALSE
02/10/1983,0.285,FALSE
03/10/1983,0.317,FALSE
04/10/1983,0.364,FALSE
05/10/1983,0.475,FALSE
06/10/1983,0.524,FALSE
07/10/1983,0.618,FALSE
08/10/1983,0.667,FALSE
09/10/1983,1.194,FALSE
10/10/1983,1.133,FALSE
11/10/1983,0.937,FALSE
12/10/1983,1.269,FALSE
13/10/1983,1.117,FALSE
14/10/1983,0.897,FALSE
15/10/1983,0.951,FALSE
16/10/1983,1,FALSE
17/10/1983,0.835,FALSE
18/10/1983,0.825,FALSE
19/10/1983,0.733,FALSE
20/10/1983,0.599,FALSE
21/10/1983,0.508,FALSE
22/10/1983,0.428,FALSE
23/10/1983,0.396,FALSE
24/10/1983,0.383,FALSE
25/10/1983,0.34,FALSE
26/10/1983,0.306,FALSE
27/10/1983,0.289,FALSE
28/10/1983,0.287,FALSE
29/10/1983,0.274,FALSE
30/10/1983,0.32,FALSE
31/10/1983,0.35,FALSE
01/11/1983,0.366,FALSE
02/11/1983,0.378,FALSE
03/11/1983,0.386,FALSE
04/11/1983,0.371,FALSE
05/11/1983,0.343,FALSE
06/11/1983,0.321,FALSE
07/11/1983,0.303,FALSE
08/11/1983,0.287,FALSE
09/11/1983,0.281,FALSE
10/11/1983,0.27,FALSE
11/11/1983,0.266,FALSE
12/11/1983,0.265,FALSE
13/11/1983,0.266,FALSE
14/11/1983,0.268,FALSE
15/11/1983,0.265,FALSE
16/11/1983,0.267,FALSE
17/11/1983,0.272,FALSE
18/11/1983,0.273,FALSE
19/11/1983,0.274,FALSE
20/11/1983,0.278,FALSE
21/11/1983,0.294,FALSE
22/11/1983,0.311,FALSE
23/11/1983,0.327,FALSE
24/11/1983,0.343,FALSE
25/11/1983,0.359,FALSE
26/11/1983,0.376,FALSE
27/11/1983,0.392,FALSE
28/11/1983,0.408,FALSE
29/11/1983,0.425,FALSE
30/11/1983,0.441,FALSE
01/12/1983,0.457,FALSE
02/12/1983,0.473,FALSE
03/12/1983,0.49,FALSE
04/12/1983,0.506,FALSE
05/12/1983,0.561,FALSE
06/12/1983,0.518,FALSE
07/12/1983,0.464,FALSE
08/12/1983,0.516,FALSE
09/12/1983,0.738,FALSE
10/12/1983,0.655,FALSE
11/12/1983,0.605,FALSE
12/12/1983,0.638,FALSE
13/12/1983,0.686,FALSE
14/12/1983,0.898,FALSE
15/12/1983,0.754,FALSE
16/12/1983,0.637,FALSE
17/12/1983,0.558,FALSE
18/12/1983,0.484,FALSE
19/12/1983,0.431,FALSE
20/12/1983,0.399,FALSE
21/12/1983,0.361,FALSE
22/12/1983,0.396,FALSE
23/12/1983,0.498,FALSE
24/12/1983,0.613,FALSE
25/12/1983,0.619,FALSE
26/12/1983,0.666,FALSE
27/12/1983,0.693,FALSE
28/12/1983,0.683,FALSE
29/12/1983,0.619,FALSE
30/12/1983,0.558,FALSE
31/12/1983,0.496,FALSE
01/01/1984,0.501,FALSE
02/01/1984,0.61,FALSE
03/01/1984,0.703,FALSE
04/01/1984,0.628,FALSE
05/01/1984,0.701,FALSE
06/01/1984,0.629,FALSE
07/01/1984,0.583,FALSE
08/01/1984,0.527,FALSE
09/01/1984,0.494,FALSE
10/01/1984,0.551,FALSE
11/01/1984,0.657,FALSE
12/01/1984,0.689,FALSE
13/01/1984,0.89,FALSE
14/01/1984,0.795,FALSE
15/01/1984,0.679,FALSE
16/01/1984,0.764,FALSE
17/01/1984,0.837,FALSE
18/01/1984,0.718,FALSE
19/01/1984,0.606,FALSE
20/01/1984,0.513,FALSE
21/01/1984,0.488,FALSE
22/01/1984,0.704,FALSE
23/01/1984,0.676,FALSE
24/01/1984,0.662,FALSE
25/01/1984,0.588,FALSE
26/01/1984,0.503,FALSE
27/01/1984,0.467,FALSE
28/01/1984,0.616,FALSE
29/01/1984,0.899,FALSE
30/01/1984,0.891,FALSE
31/01/1984,0.88,FALSE
01/02/1984,1.035,FALSE
02/02/1984,1.003,FALSE
03/02/1984,0.879,FALSE
04/02/1984,0.905,FALSE
05/02/1984,0.944,FALSE
06/02/1984,0.882,FALSE
07/02/1984,0.771,FALSE
08/02/1984,0.655,FALSE
09/02/1984,0.557,FALSE
10/02/1984,0.479,FALSE
11/02/1984,0.429,FALSE
12/02/1984,0.385,FALSE
13/02/1984,0.359,FALSE
14/02/1984,0.332,FALSE
15/02/1984,0.296,FALSE
16/02/1984,0.281,FALSE
17/02/1984,0.286,FALSE
18/02/1984,0.289,FALSE
19/02/1984,0.287,FALSE
20/02/1984,0.305,FALSE
21/02/1984,0.407,FALSE
22/02/1984,0.476,FALSE
23/02/1984,0.461,FALSE
24/02/1984,0.421,FALSE
25/02/1984,0.384,FALSE
26/02/1984,0.354,FALSE
27/02/1984,0.334,FALSE
28/02/1984,0.312,FALSE
29/02/1984,0.318,FALSE
01/03/1984,0.324,FALSE
02/03/1984,0.279,FALSE
03/03/1984,0.294,FALSE
04/03/1984,0.307,FALSE
05/03/1984,0.309,FALSE
06/03/1984,0.308,FALSE
07/03/1984,0.322,FALSE
08/03/1984,0.337,FALSE
09/03/1984,0.349,FALSE
10/03/1984,0.361,FALSE
11/03/1984,0.351,FALSE
12/03/1984,0.277,FALSE
13/03/1984,0.233,FALSE
14/03/1984,0.226,FALSE
15/03/1984,0.239,FALSE
16/03/1984,0.249,FALSE
17/03/1984,0.269,FALSE
18/03/1984,0.277,FALSE
19/03/1984,0.274,FALSE
20/03/1984,0.255,FALSE
21/03/1984,0.254,FALSE
22/03/1984,0.256,FALSE
23/03/1984,0.326,FALSE
24/03/1984,0.522,FALSE
25/03/1984,0.495,FALSE
26/03/1984,0.434,FALSE
27/03/1984,0.39,FALSE
28/03/1984,0.369,FALSE
29/03/1984,0.374,FALSE
30/03/1984,0.346,FALSE
31/03/1984,0.307,FALSE
01/04/1984,0.281,FALSE
02/04/1984,0.256,FALSE
03/04/1984,0.254,FALSE
04/04/1984,0.328,FALSE
05/04/1984,0.369,FALSE
06/04/1984,0.356,FALSE
07/04/1984,0.336,FALSE
08/04/1984,0.318,FALSE
09/04/1984,0.3,FALSE
10/04/1984,0.287,FALSE
11/04/1984,0.278,FALSE
12/04/1984,0.268,FALSE
13/04/1984,0.258,FALSE
14/04/1984,0.279,FALSE
15/04/1984,0.286,FALSE
16/04/1984,0.291,FALSE
17/04/1984,0.314,FALSE
18/04/1984,0.518,FALSE
19/04/1984,0.619,FALSE
20/04/1984,0.669,FALSE
21/04/1984,0.686,FALSE
22/04/1984,0.601,FALSE
23/04/1984,0.505,FALSE
24/04/1984,0.438,FALSE
25/04/1984,0.385,FALSE
26/04/1984,0.338,FALSE
27/04/1984,0.308,FALSE
28/04/1984,0.291,FALSE
29/04/1984,0.266,FALSE
30/04/1984,0.246,FALSE
01/05/1984,0.228,FALSE
02/05/1984,0.219,FALSE
03/05/1984,0.204,FALSE
04/05/1984,0.201,FALSE
05/05/1984,0.205,FALSE
06/05/1984,0.193,FALSE
07/05/1984,0.186,FALSE
08/05/1984,0.179,FALSE
09/05/1984,0.176,FALSE
10/05/1984,0.166,FALSE
11/05/1984,0.155,FALSE
12/05/1984,0.15,FALSE
13/05/1984,0.141,FALSE
14/05/1984,0.138,FALSE
15/05/1984,0.15,FALSE
16/05/1984,0.154,FALSE
17/05/1984,0.154,FALSE
18/05/1984,0.158,FALSE
19/05/1984,0.157,FALSE
20/05/1984,0.16,FALSE
21/05/1984,0.152,FALSE
22/05/1984,0.161,FALSE
23/05/1984,0.155,FALSE
24/05/1984,0.142,FALSE
25/05/1984,0.14,FALSE
26/05/1984,0.132,FALSE
27/05/1984,0.128,FALSE
28/05/1984,0.125,FALSE
29/05/1984,0.121,FALSE
30/05/1984,0.119,FALSE
31/05/1984,0.119,FALSE
01/06/1984,0.124,FALSE
02/06/1984,0.118,FALSE
03/06/1984,0.138,FALSE
04/06/1984,0.163,FALSE
05/06/1984,0.176,FALSE
06/06/1984,0.186,FALSE
07/06/1984,0.197,FALSE
08/06/1984,0.189,FALSE
09/06/1984,0.181,FALSE
10/06/1984,0.169,FALSE
11/06/1984,0.161,FALSE
12/06/1984,0.159,FALSE
13/06/1984,0.281,FALSE
14/06/1984,0.47,FALSE
15/06/1984,0.441,FALSE
16/06/1984,0.387,FALSE
17/06/1984,0.341,FALSE
18/06/1984,0.311,FALSE
19/06/1984,0.297,FALSE
20/06/1984,0.274,FALSE
21/06/1984,0.255,FALSE
22/06/1984,0.262,FALSE
23/06/1984,0.287,FALSE
24/06/1984,0.286,FALSE
25/06/1984,0.277,FALSE
26/06/1984,0.259,FALSE
27/06/1984,0.251,FALSE
28/06/1984,0.237,FALSE
29/06/1984,0.228,FALSE
30/06/1984,0.219,FALSE
01/07/1984,0.208,FALSE
02/07/1984,0.195,FALSE
03/07/1984,0.188,FALSE
04/07/1984,0.18,FALSE
05/07/1984,0.17,FALSE
06/07/1984,0.164,FALSE
07/07/1984,0.168,FALSE
08/07/1984,0.165,FALSE
09/07/1984,0.17,FALSE
10/07/1984,0.175,FALSE
11/07/1984,0.461,FALSE
12/07/1984,0.587,FALSE
13/07/1984,0.518,FALSE
14/07/1984,0.459,FALSE
15/07/1984,0.408,FALSE
16/07/1984,0.359,FALSE
17/07/1984,0.332,FALSE
18/07/1984,0.309,FALSE
19/07/1984,0.282,FALSE
20/07/1984,0.259,FALSE
21/07/1984,0.242,FALSE
22/07/1984,0.219,FALSE
23/07/1984,0.205,FALSE
24/07/1984,0.192,FALSE
25/07/1984,0.174,FALSE
26/07/1984,0.166,FALSE
27/07/1984,0.152,FALSE
28/07/1984,0.157,FALSE
29/07/1984,0.203,FALSE
30/07/1984,0.206,FALSE
31/07/1984,0.198,FALSE
01/08/1984,0.193,FALSE
02/08/1984,0.203,FALSE
03/08/1984,0.189,FALSE
04/08/1984,0.174,FALSE
05/08/1984,0.164,FALSE
06/08/1984,0.165,FALSE
07/08/1984,0.165,FALSE
08/08/1984,0.162,FALSE
09/08/1984,0.153,FALSE
10/08/1984,0.153,FALSE
11/08/1984,0.149,FALSE
12/08/1984,0.141,FALSE
13/08/1984,0.135,FALSE
14/08/1984,0.132,FALSE
15/08/1984,0.13,FALSE
16/08/1984,0.124,FALSE
17/08/1984,0.129,FALSE
18/08/1984,0.147,FALSE
19/08/1984,0.144,FALSE
20/08/1984,0.139,FALSE
21/08/1984,0.142,FALSE
22/08/1984,0.159,FALSE
23/08/1984,0.159,FALSE
24/08/1984,0.157,FALSE
25/08/1984,0.154,FALSE
26/08/1984,0.149,FALSE
27/08/1984,0.15,FALSE
28/08/1984,0.158,FALSE
29/08/1984,0.213,FALSE
30/08/1984,0.215,FALSE
31/08/1984,0.27,FALSE
01/09/1984,0.361,FALSE
02/09/1984,0.452,FALSE
03/09/1984,0.468,FALSE
04/09/1984,0.462,FALSE
05/09/1984,0.401,FALSE
06/09/1984,0.361,FALSE
07/09/1984,0.335,FALSE
08/09/1984,0.309,FALSE
09/09/1984,0.335,FALSE
10/09/1984,0.328,FALSE
11/09/1984,0.319,FALSE
12/09/1984,0.312,FALSE
13/09/1984,0.332,FALSE
14/09/1984,0.444,FALSE
15/09/1984,0.412,FALSE
16/09/1984,0.401,FALSE
17/09/1984,0.45,FALSE
18/09/1984,0.45,FALSE
19/09/1984,0.401,FALSE
20/09/1984,0.364,FALSE
21/09/1984,0.495,FALSE
22/09/1984,0.662,FALSE
23/09/1984,0.644,FALSE
24/09/1984,0.566,FALSE
25/09/1984,0.485,FALSE
26/09/1984,0.419,FALSE
27/09/1984,0.384,FALSE
28/09/1984,0.365,FALSE
29/09/1984,0.344,FALSE
30/09/1984,0.393,FALSE
01/10/1984,0.381,FALSE
02/10/1984,0.428,FALSE
03/10/1984,0.422,FALSE
04/10/1984,0.384,FALSE
05/10/1984,0.351,FALSE
06/10/1984,0.322,FALSE
07/10/1984,0.326,FALSE
08/10/1984,0.462,FALSE
09/10/1984,0.516,FALSE
10/10/1984,0.454,FALSE
11/10/1984,0.408,FALSE
12/10/1984,0.397,FALSE
13/10/1984,0.55,FALSE
14/10/1984,0.61,FALSE
15/10/1984,0.533,FALSE
16/10/1984,0.489,FALSE
17/10/1984,0.57,FALSE
18/10/1984,1.208,FALSE
19/10/1984,1.135,FALSE
20/10/1984,0.982,FALSE
21/10/1984,0.801,FALSE
22/10/1984,0.895,FALSE
23/10/1984,0.836,FALSE
24/10/1984,0.737,FALSE
25/10/1984,0.869,FALSE
26/10/1984,0.744,FALSE
27/10/1984,0.615,FALSE
28/10/1984,0.597,FALSE
29/10/1984,0.673,FALSE
30/10/1984,0.682,FALSE
31/10/1984,0.586,FALSE
01/11/1984,0.656,FALSE
02/11/1984,0.635,FALSE
03/11/1984,0.538,FALSE
04/11/1984,0.456,FALSE
05/11/1984,0.399,FALSE
06/11/1984,0.36,FALSE
07/11/1984,0.328,FALSE
08/11/1984,0.324,FALSE
09/11/1984,0.381,FALSE
10/11/1984,0.394,FALSE
11/11/1984,0.39,FALSE
12/11/1984,0.405,FALSE
13/11/1984,0.411,FALSE
14/11/1984,0.406,FALSE
15/11/1984,0.415,FALSE
16/11/1984,0.39,FALSE
17/11/1984,0.349,FALSE
18/11/1984,0.319,FALSE
19/11/1984,0.302,FALSE
20/11/1984,0.321,FALSE
21/11/1984,0.571,FALSE
22/11/1984,0.869,FALSE
23/11/1984,0.804,FALSE
24/11/1984,0.69,FALSE
25/11/1984,0.642,FALSE
26/11/1984,0.603,FALSE
27/11/1984,0.739,FALSE
28/11/1984,0.795,FALSE
29/11/1984,0.872,FALSE
30/11/1984,1.143,FALSE
01/12/1984,0.996,FALSE
02/12/1984,0.779,FALSE
03/12/1984,0.714,FALSE
04/12/1984,0.682,FALSE
05/12/1984,0.689,FALSE
06/12/1984,0.67,FALSE
07/12/1984,0.738,FALSE
08/12/1984,0.736,FALSE
09/12/1984,0.664,FALSE
10/12/1984,0.557,FALSE
11/12/1984,0.478,FALSE
12/12/1984,0.421,FALSE
13/12/1984,0.389,FALSE
14/12/1984,0.419,FALSE
15/12/1984,0.529,FALSE
16/12/1984,0.476,FALSE
17/12/1984,0.595,FALSE
18/12/1984,0.634,FALSE
19/12/1984,0.822,FALSE
20/12/1984,0.777,FALSE
21/12/1984,0.713,FALSE
22/12/1984,0.722,FALSE
23/12/1984,0.887,FALSE
24/12/1984,0.937,FALSE
25/12/1984,0.889,FALSE
26/12/1984,0.804,FALSE
27/12/1984,0.684,FALSE
28/12/1984,0.603,FALSE
29/12/1984,0.65,FALSE
30/12/1984,0.602,FALSE
31/12/1984,0.532,FALSE
01/01/1985,0.462,FALSE
02/01/1985,0.406,FALSE
03/01/1985,0.367,FALSE
04/01/1985,0.341,FALSE
05/01/1985,0.316,FALSE
06/01/1985,0.294,FALSE
07/01/1985,0.278,FALSE
08/01/1985,0.271,FALSE
09/01/1985,0.257,FALSE
10/01/1985,0.252,FALSE
11/01/1985,0.239,FALSE
12/01/1985,0.231,FALSE
13/01/1985,0.216,FALSE
14/01/1985,0.209,FALSE
15/01/1985,0.205,FALSE
16/01/1985,0.202,FALSE
17/01/1985,0.202,FALSE
18/01/1985,0.201,FALSE
19/01/1985,0.196,FALSE
20/01/1985,0.232,FALSE
21/01/1985,0.491,FALSE
22/01/1985,0.566,FALSE
23/01/1985,0.505,FALSE
24/01/1985,0.55,FALSE
25/01/1985,0.689,FALSE
26/01/1985,0.587,FALSE
27/01/1985,0.51,FALSE
28/01/1985,0.604,FALSE
29/01/1985,0.619,FALSE
30/01/1985,0.55,FALSE
31/01/1985,0.567,FALSE
01/02/1985,0.564,FALSE
02/02/1985,0.49,FALSE
03/02/1985,0.429,FALSE
04/02/1985,0.387,FALSE
05/02/1985,0.343,FALSE
06/02/1985,0.314,FALSE
07/02/1985,0.318,FALSE
08/02/1985,0.406,FALSE
09/02/1985,0.502,FALSE
10/02/1985,0.467,FALSE
11/02/1985,0.408,FALSE
12/02/1985,0.352,FALSE
13/02/1985,0.314,FALSE
14/02/1985,0.288,FALSE
15/02/1985,0.264,FALSE
16/02/1985,0.233,FALSE
17/02/1985,0.222,FALSE
18/02/1985,0.215,FALSE
19/02/1985,0.277,FALSE
20/02/1985,0.348,FALSE
21/02/1985,0.335,FALSE
22/02/1985,0.338,FALSE
23/02/1985,0.483,FALSE
24/02/1985,0.484,FALSE
25/02/1985,0.425,FALSE
26/02/1985,0.379,FALSE
27/02/1985,0.334,FALSE
28/02/1985,0.305,FALSE
01/03/1985,0.314,FALSE
02/03/1985,0.316,FALSE
03/03/1985,0.401,FALSE
04/03/1985,0.656,FALSE
05/03/1985,0.604,FALSE
06/03/1985,0.578,FALSE
07/03/1985,0.538,FALSE
08/03/1985,0.463,FALSE
09/03/1985,0.503,FALSE
10/03/1985,0.653,FALSE
11/03/1985,0.58,FALSE
12/03/1985,0.483,FALSE
13/03/1985,0.43,FALSE
14/03/1985,0.396,FALSE
15/03/1985,0.382,FALSE
16/03/1985,0.382,FALSE
17/03/1985,0.399,FALSE
18/03/1985,0.382,FALSE
19/03/1985,0.467,FALSE
20/03/1985,0.516,FALSE
21/03/1985,0.547,FALSE
22/03/1985,0.518,FALSE
23/03/1985,0.475,FALSE
24/03/1985,0.45,FALSE
25/03/1985,0.427,FALSE
26/03/1985,0.385,FALSE
27/03/1985,0.355,FALSE
28/03/1985,0.323,FALSE
29/03/1985,0.375,FALSE
30/03/1985,0.63,FALSE
31/03/1985,0.617,FALSE
01/04/1985,0.811,FALSE
02/04/1985,0.825,FALSE
03/04/1985,0.729,FALSE
04/04/1985,0.624,FALSE
05/04/1985,0.581,FALSE
06/04/1985,0.51,FALSE
07/04/1985,0.437,FALSE
08/04/1985,0.391,FALSE
09/04/1985,0.361,FALSE
10/04/1985,0.333,FALSE
11/04/1985,0.517,FALSE
12/04/1985,0.569,FALSE
13/04/1985,0.661,FALSE
14/04/1985,0.7,FALSE
15/04/1985,0.608,FALSE
16/04/1985,0.533,FALSE
17/04/1985,0.48,FALSE
18/04/1985,0.42,FALSE
19/04/1985,0.373,FALSE
20/04/1985,0.34,FALSE
21/04/1985,0.304,FALSE
22/04/1985,0.275,FALSE
23/04/1985,0.256,FALSE
24/04/1985,0.243,FALSE
25/04/1985,0.231,FALSE
26/04/1985,0.222,FALSE
27/04/1985,0.219,FALSE
28/04/1985,0.221,FALSE
29/04/1985,0.227,FALSE
30/04/1985,0.238,FALSE
01/05/1985,0.258,FALSE
02/05/1985,0.319,FALSE
03/05/1985,0.322,FALSE
04/05/1985,0.301,FALSE
05/05/1985,0.297,FALSE
06/05/1985,0.295,FALSE
07/05/1985,0.283,FALSE
08/05/1985,0.271,FALSE
09/05/1985,0.32,FALSE
10/05/1985,0.345,FALSE
11/05/1985,0.324,FALSE
12/05/1985,0.304,FALSE
13/05/1985,0.284,FALSE
14/05/1985,0.265,FALSE
15/05/1985,0.289,FALSE
16/05/1985,0.388,FALSE
17/05/1985,0.368,FALSE
18/05/1985,0.337,FALSE
19/05/1985,0.312,FALSE
20/05/1985,0.295,FALSE
21/05/1985,0.278,FALSE
22/05/1985,0.268,FALSE
23/05/1985,0.264,FALSE
24/05/1985,0.267,FALSE
25/05/1985,0.297,FALSE
26/05/1985,0.703,FALSE
27/05/1985,0.889,FALSE
28/05/1985,0.761,FALSE
29/05/1985,0.62,FALSE
30/05/1985,0.514,FALSE
31/05/1985,0.437,FALSE
01/06/1985,0.378,FALSE
02/06/1985,0.335,FALSE
03/06/1985,0.308,FALSE
04/06/1985,0.283,FALSE
05/06/1985,0.264,FALSE
06/06/1985,0.238,FALSE
07/06/1985,0.224,FALSE
08/06/1985,0.219,FALSE
09/06/1985,0.227,FALSE
10/06/1985,0.231,FALSE
11/06/1985,0.248,FALSE
12/06/1985,0.302,FALSE
13/06/1985,0.306,FALSE
14/06/1985,0.296,FALSE
15/06/1985,0.282,FALSE
